State,Forest Name,Area (City),Region (Zone),Fire Occurrence,Month,Day,Oxygen,Temperature,Humidity,FFMC,DMC,DC,ISI,RH,Wind
Manipur,Dr. Daying Ering Memorial Wildlife Sanctuary,Dang,Southern,1,10,1,97,39,50,36,116,629,236,425,6
Haryana,Jaisamand Wildlife Sanctuary,Nalgonda,Southern,0,4,17,68,25,27,1,342,1016,75,941,6
Maharashtra,Kamlang Wildlife Sanctuary,Golaghat,Western,0,2,27,61,31,35,70,194,171,38,73,7
Andaman and Nicobar Islands,Middle Button Island National Park,Gwalior,Southern,0,10,10,93,36,24,64,232,654,198,95,4
Karnataka,Chandraprabha Wildlife Sanctuary,Senapati,Eastern,0,6,5,68,11,35,2,128,1858,104,128,23
Haryana,Kurinjimala Sanctuary,Belonia,Eastern,1,10,7,85,45,76,19,373,768,69,342,10
Manipur,Gir Forest National Park,Kolhapur,Eastern,0,5,25,23,29,59,1,62,1943,281,370,15
Odisha,Nokrek National Park,Sipahijala,Northern,0,6,8,72,27,6,41,235,459,57,400,16
Maharashtra,Nanda Devi National Park,Bhagalpur,Central,0,7,2,40,20,64,42,331,1388,178,883,8
Chhattisgarh,Mhadei Wildlife Sanctuary,Ukhrul,Western,1,11,9,93,46,72,20,229,1853,221,221,18
Chhattisgarh,Bor Wildlife Sanctuary,Dehradun,Eastern,1,9,4,92,45,91,44,189,1101,143,639,14
Jharkhand,Khawnglung Wildlife Sanctuary,South 24 Parganas,Eastern,1,12,12,98,50,35,95,188,1592,26,511,24
Andaman and Nicobar Islands,Puliebadze Wildlife Sanctuary,Raebareli,Southern,1,12,26,96,41,93,19,167,1513,160,858,7
Odisha,Chail Wildlife Sanctuary,Thrissur,Eastern,0,7,31,85,22,72,42,94,531,150,504,15
Kerala,Pench National Park,Kalimpong,Southern,0,4,11,28,32,29,49,156,1977,172,334,22
Bihar,Gir Forest National Park,Junagadh,Southern,1,10,5,98,39,98,94,290,1549,210,373,9
Arunachal Pradesh,Silent Valley National Park,Bijapur,Central,0,5,12,74,34,46,42,347,1229,21,485,20
Himachal Pradesh,Barda Wildlife Sanctuary,Jamnagar,Northern,0,6,27,38,20,90,96,340,1772,297,6,10
Manipur,Barda Wildlife Sanctuary,Idukki,Southern,1,9,21,91,47,28,23,394,1716,32,736,13
Gujarat,Rowa Wildlife Sanctuary,Thiruvananthapuram,Southern,0,5,4,45,20,4,81,473,290,108,388,23
Himachal Pradesh,Dr. Daying Ering Memorial Wildlife Sanctuary,Mamit,Central,1,5,13,88,40,64,83,138,1981,46,435,11
Manipur,Chandoli National Park,Dibang Valley,Southern,1,7,22,93,39,68,59,190,1724,95,115,23
Punjab,Harike Wetland,Bhavnagar,Western,1,2,1,86,46,62,31,452,1527,124,102,4
Mizoram,Saddle Peak National Park,Nalgonda,Northern,1,3,18,88,49,92,4,55,658,294,737,7
Andhra Pradesh,Keibul Lamjao National Park,Kohima,Western,1,12,4,94,43,55,1,6,851,24,564,11
Goa,Blue Mountain National Park,Bahraich,Eastern,1,2,4,84,47,16,25,50,553,81,886,11
West Bengal,Unknown Sanctuary (Andaman and Nicobar Islands),Latehar,Northern,0,10,8,61,14,50,24,478,427,57,2,21
Mizoram,Jhalana Dungari Wildlife Sanctuary,Kaimur,Eastern,0,10,25,29,12,36,49,38,470,25,829,22
Tamil Nadu,Gandhi Sagar Wildlife Sanctuary,Chennai,Southern,0,12,28,67,33,87,85,297,865,296,543,20
Andhra Pradesh,Kaziranga National Park,Raipur,Central,1,2,20,95,45,90,38,71,512,43,769,11
Karnataka,Harike Wetland Wildlife Sanctuary,Panna,Western,1,3,6,81,44,8,85,255,323,84,79,14
Manipur,Udanti Wildlife Sanctuary,East Godavari,Eastern,1,6,4,83,48,37,74,308,1639,21,635,11
Andhra Pradesh,Bannerghatta Biological Park,Hyderabad,Southern,0,5,4,43,23,52,10,90,254,225,848,16
Kerala,Bandipur National Park,Kohima,Western,0,11,28,32,20,12,62,148,720,36,820,14
Arunachal Pradesh,Askot Wildlife Sanctuary,Wardha,Western,1,5,11,100,44,89,67,29,1753,100,395,6
Uttarakhand,Gandhi Sagar Wildlife Sanctuary,Palamu,Eastern,1,2,28,81,45,52,96,461,589,141,891,15
Uttar Pradesh,Tadoba Andhari Tiger Reserve,Begusarai,Southern,1,2,9,91,40,74,17,122,1965,3,388,5
Manipur,Kaimur Wildlife Sanctuary,Kheda,Central,1,12,14,100,44,87,94,384,50,23,259,7
Gujarat,Rajaji National Park,Udaipur,Eastern,1,1,4,90,46,96,27,236,799,190,311,9
Andaman and Nicobar Islands,Rollapadu Wildlife Sanctuary,Gwalior,Western,0,3,13,32,20,48,41,279,99,268,335,12
Chhattisgarh,Silent Valley National Park,Almora,Western,1,12,6,94,41,69,59,124,1747,26,209,19
Bihar,Sariska National Park,Jaisalmer,Northern,1,12,30,88,43,34,21,133,463,80,510,5
West Bengal,Kanha National Park,Tarn Taran,Southern,1,11,13,91,46,15,39,5,498,120,447,19
Manipur,Balphakram National Park,South Garo Hills,Northern,1,7,25,83,49,12,61,382,914,68,44,13
Jharkhand,Bor Wildlife Sanctuary,Leh,Central,0,11,3,23,11,10,2,372,236,71,955,14
Madhya Pradesh,South Button Island National Park,West Champaran,Eastern,1,5,23,95,45,86,70,196,1830,245,403,14
Jharkhand,Kawal Wildlife Sanctuary,Great Nicobar,Western,1,7,7,97,48,1,62,189,471,245,308,13
Manipur,Velavadar National Park,Porbandar,Southern,1,9,1,89,42,93,19,290,1421,252,840,16
Uttarakhand,Bhagwan Mahavir Wildlife Sanctuary,Keonjhar,Western,0,6,11,89,28,18,70,383,156,72,783,4
Andhra Pradesh,Kanger Ghati National Park,Gaya,Northern,1,2,2,87,48,44,70,235,297,273,226,5
Goa,Yangoupokpi-Lokchao Wildlife Sanctuary,Siang,Northern,0,1,5,91,24,45,92,78,1037,15,348,4
Uttar Pradesh,Kanha National Park,Begusarai,Eastern,1,1,24,81,43,46,25,34,115,178,112,21
Punjab,Harike Wetland,Chamarajanagar,Southern,1,10,22,94,44,48,40,303,138,39,29,24
Bihar,Samaspur Bird Sanctuary,Dibang Valley,Southern,1,9,30,93,49,78,2,369,74,38,275,23
Tamil Nadu,Dibang Wildlife Sanctuary,Porbandar,Eastern,1,6,14,97,42,41,42,360,814,55,361,20
Assam,Satkosia Tiger Reserve,South 24 Parganas,Northern,1,6,29,93,42,32,16,71,1383,232,725,14
Tamil Nadu,Jhalana Dungari Wildlife Sanctuary,Belonia,Northern,1,4,13,90,44,40,83,42,1047,53,86,5
Gujarat,Binsar Wildlife Sanctuary,Coimbatore,Northern,1,12,16,92,49,68,97,290,405,171,435,24
Andhra Pradesh,Samaspur Bird Sanctuary,Udhampur,Western,1,2,23,87,43,85,52,132,1712,188,803,21
West Bengal,Gumti Wildlife Sanctuary,Udaipur,Central,1,10,15,98,39,90,51,286,950,42,21,7
Madhya Pradesh,Kanger Ghati National Park,Palakkad,Northern,0,3,31,30,15,98,32,105,566,3,384,19
Mizoram,Papikonda National Park,Sangareddy,Central,0,3,3,83,31,18,79,158,1748,260,20,9
Odisha,Harike Wetland Wildlife Sanctuary,Kiphire,Central,0,8,6,55,23,38,59,356,325,57,687,15
Telangana,Desert National Park,Cachar,Southern,0,6,9,67,35,6,86,7,1357,36,490,4
Uttarakhand,Lawalong Wildlife Sanctuary,Canacona,Eastern,1,7,3,100,45,38,67,261,328,234,466,24
Himachal Pradesh,Blue Mountain National Park,Kohima,Western,1,9,30,96,46,97,55,342,1698,264,455,23
Uttarakhand,Harike Wildlife Sanctuary,Anantnag,Central,0,1,13,26,33,33,63,436,1323,14,772,4
Jammu and Kashmir,Jaisamand Wildlife Sanctuary,Upper Siang,Western,0,2,29,68,37,90,96,79,1699,87,887,6
Tripura,Indravati National Park,Mannargudi,Southern,0,9,13,94,12,43,7,43,88,98,679,13
Rajasthan,Kanwar Lake Bird Sanctuary,Pauri,Northern,0,5,22,96,34,68,68,176,14,104,220,24
Kerala,Baghmara Pitcher Plant Wildlife Sanctuary,Udhagamandalam (Ooty),Central,1,4,7,87,40,67,32,391,1324,216,593,24
West Bengal,Bhimashankar Wildlife Sanctuary,South Garo Hills,Eastern,0,1,5,68,13,62,24,63,633,190,988,16
Bihar,Middle Button Island National Park,"Golaghat, Nagaon, Sonitpur and Biswanath",Southern,1,9,26,89,47,70,70,387,1341,214,590,12
West Bengal,Sita Mata Wildlife Sanctuary,Kapurthala,Western,1,11,29,99,44,47,6,287,1883,197,497,5
Jammu and Kashmir,Mount Abu Wildlife Sanctuary,Gurgaon,Northern,1,9,8,97,42,2,58,308,177,104,812,7
Manipur,Samaspur Bird Sanctuary,Navsari,Western,0,4,8,77,36,84,32,112,1485,26,158,16
Chhattisgarh,Guindy Snake Park,Palamu,Eastern,0,9,22,87,14,33,40,450,268,181,142,20
Haryana,Mouling National Park,Rajkot,Central,1,10,7,86,43,8,32,318,1128,82,825,16
Andhra Pradesh,Manas National Park,Nilgiris,Eastern,0,1,19,33,32,60,28,369,1694,158,948,5
Kerala,Ranthambore National Park,Saiha,Western,0,5,29,92,15,19,38,207,1540,229,44,24
Arunachal Pradesh,Hadagarh Wildlife Sanctuary,Kiphire,Western,1,1,7,89,45,39,56,443,338,234,450,24
Madhya Pradesh,Binsar Wildlife Sanctuary,Unnao,Eastern,1,4,23,92,49,11,95,225,391,287,235,5
Odisha,Panna National Park,Chandrapur,Eastern,0,12,4,70,17,27,92,332,140,17,681,6
Nagaland,Vikramshila Gangetic Dolphin Sanctuary,Porbandar,Eastern,1,5,10,87,49,47,63,416,168,283,224,23
Arunachal Pradesh,Mount Harriet National Park,Gwalior,Northern,0,11,30,75,22,96,85,277,1040,70,407,21
Himachal Pradesh,Rowa Wildlife Sanctuary,Lakhimpur Kheri,Western,0,3,13,85,30,73,65,382,1567,214,293,7
Meghalaya,Bannerghatta Biological Park,Almora,Southern,1,2,4,89,49,74,8,286,4,116,818,19
Punjab,Navegaon National Park,Ri-Bhoi,Northern,1,6,30,88,46,6,28,279,1917,99,279,5
Sikkim,Kanger Ghati National Park,Peren,Northern,0,11,19,44,23,81,96,2,1160,87,972,10
Chhattisgarh,Dibru-Saikhowa National Park,Raisen,Northern,1,3,10,86,50,82,73,32,618,152,602,20
Bihar,Sirohi National Park,Bahraich,Southern,0,10,7,84,28,13,27,477,1185,294,416,13
Karnataka,Thol Lake Wildlife Sanctuary,Angul,Eastern,1,1,5,85,45,80,52,409,768,176,146,22
Jammu and Kashmir,Papikonda National Park,Panna,Western,0,11,3,93,38,86,45,481,679,131,792,5
Haryana,Bhagwan Mahavir Wildlife Sanctuary,Dimapur,Central,1,5,22,81,42,18,38,306,462,121,581,10
Andhra Pradesh,Jaisamand Wildlife Sanctuary,Pauri,Central,0,2,28,36,15,53,75,213,1461,210,992,12
Telangana,Bhagwan Mahavir Wildlife Sanctuary,Little Andaman,Western,0,2,22,26,21,59,57,29,1405,67,984,15
Assam,Kane Wildlife Sanctuary,Changlang,Southern,1,4,22,81,42,66,85,418,1823,56,470,6
Gujarat,Panna National Park,Jalpaiguri,Central,0,4,2,64,34,33,53,24,381,12,48,16
Telangana,Valley of Flowers National Park,Dehradun,Northern,0,4,29,41,34,88,5,27,481,192,16,13
Andaman and Nicobar Islands,Mhadei Wildlife Sanctuary,Wardha,Central,0,7,11,99,37,40,44,96,1378,62,148,23
West Bengal,Mount Harriet National Park,Tarn Taran,Western,0,1,10,67,28,30,39,86,1268,152,554,13
Rajasthan,Palamau Tiger Reserve,Dibang Valley,Northern,0,8,28,83,17,38,22,25,624,22,211,7
Uttarakhand,Bannerghatta Biological Park,Leh,Central,1,12,23,89,44,77,97,119,1713,29,715,7
Uttarakhand,Puliebadze Wildlife Sanctuary,Chikkamagaluru,Western,0,10,13,73,24,51,41,200,1978,188,716,17
Meghalaya,Rajaji National Park,Tinsukia,Southern,0,9,7,53,34,46,37,391,475,108,849,18
Tamil Nadu,Hemis National Park,Udhagamandalam (Ooty),Western,0,10,10,29,19,19,15,356,464,59,917,10
Maharashtra,Guindy National Park,Rajsamand,Southern,1,6,28,94,41,95,73,352,1213,65,62,6
Gujarat,Maenam Wildlife Sanctuary,Kendrapara,Northern,1,4,4,93,39,96,46,14,493,165,535,19
Assam,Kurinjimala Sanctuary,Darrang,Western,0,6,27,77,24,51,20,304,1546,140,544,13
Andaman and Nicobar Islands,Borail Wildlife Sanctuary,Dimapur,Eastern,0,10,22,35,26,94,73,253,534,51,962,10
Arunachal Pradesh,Bhimashankar Wildlife Sanctuary,Navsari,Eastern,1,7,20,98,42,70,74,110,630,179,720,14
Telangana,Jaisamand Wildlife Sanctuary,West Kameng,Eastern,1,6,16,97,42,61,20,7,281,31,486,16
Gujarat,Indravati National Park,Umaria,Eastern,0,11,20,74,29,4,24,438,830,213,479,13
Himachal Pradesh,Kurinjimala Sanctuary,Wardha,Eastern,1,1,6,99,45,56,60,340,429,264,784,15
Odisha,Nokrek National Park,North Andaman,Southern,0,5,9,32,31,3,97,127,580,16,687,16
Karnataka,Hazaribagh National Park,South Tripura,Western,0,8,28,54,26,10,53,185,857,125,43,22
Andaman and Nicobar Islands,Gaga Wildlife Sanctuary,Mandla,Northern,0,8,13,91,29,18,94,386,1669,81,664,13
Jharkhand,Sariska Tiger Reserve,Banaskantha,Eastern,1,12,31,99,43,83,90,392,252,39,455,7
Jharkhand,Kalesar National Park,Bastar,Eastern,0,10,7,76,28,26,88,499,562,103,510,15
Manipur,Baghmara Pitcher Plant Wildlife Sanctuary,Dibang Valley,Northern,0,9,18,43,32,28,59,13,1066,218,874,23
Gujarat,Phawngpui Blue Mountain National Park,South Tripura,Northern,1,4,14,95,48,17,41,229,1505,181,354,4
West Bengal,North Button Island National Park,Uttarkashi,Eastern,0,10,22,31,19,36,60,90,1961,155,699,17
Andaman and Nicobar Islands,Kinnerasani Wildlife Sanctuary,Thiruvananthapuram,Southern,0,6,30,76,10,60,31,403,1164,177,796,10
Andaman and Nicobar Islands,Kawal Wildlife Sanctuary,Navsari,Northern,0,7,5,32,35,46,52,3,1534,17,11,10
Rajasthan,Palamau Tiger Reserve,Kheda,Western,1,5,22,97,42,88,43,151,536,140,355,20
Chhattisgarh,South Button Island National Park,East Sikkim,Western,1,11,13,89,40,19,10,218,897,160,894,10
West Bengal,Sepahijala Wildlife Sanctuary,"Golaghat, Nagaon, Sonitpur and Biswanath",Southern,0,8,24,21,18,69,46,75,269,213,136,12
Himachal Pradesh,Pench National Park,"Golaghat, Nagaon, Sonitpur and Biswanath",Central,1,3,8,100,50,99,89,283,1936,221,473,19
Tamil Nadu,Kawal Wildlife Sanctuary,Alwar,Southern,0,8,15,30,33,48,59,354,1384,261,597,16
Andhra Pradesh,Thol Lake Wildlife Sanctuary,Nilgiris,Eastern,0,5,19,77,21,14,35,215,615,44,52,24
Assam,Rollapadu Wildlife Sanctuary,Ahmedabad,Central,1,1,9,96,46,17,59,158,935,186,572,18
Madhya Pradesh,Silent Valley National Park,Peren,Eastern,1,6,6,96,42,37,32,250,294,240,926,17
Bihar,Jhalana Dungari Wildlife Sanctuary,Kalimpong,Western,0,2,23,74,22,88,96,66,1688,224,112,8
Uttarakhand,Guindy Snake Park,Dibang Valley,Northern,1,7,25,86,45,83,41,221,1498,47,815,15
Haryana,Guindy National Park,Amravati,Eastern,1,9,31,99,43,21,99,191,1839,110,619,21
Jammu and Kashmir,Coringa Wildlife Sanctuary,Wardha,Western,1,3,14,100,48,75,12,218,882,82,477,11
Assam,Satpura National Park,Meerut,Southern,0,10,29,60,34,59,13,372,471,103,334,24
West Bengal,Nongkhyllem Wildlife Sanctuary,Jaipur,Eastern,0,4,23,54,35,96,57,16,816,73,814,15
Andaman and Nicobar Islands,Lothian Island Wildlife Sanctuary,Mayurbhanj,Western,1,4,10,83,44,92,39,389,1184,54,416,15
Odisha,Rangapahar Wildlife Sanctuary,Pithoragarh,Northern,0,4,9,37,37,65,64,494,1818,1,66,16
Tripura,Desert National Park,South Tripura,Eastern,0,3,17,82,10,25,4,106,44,241,993,16
Himachal Pradesh,Hemis National Park,North Goa,Western,1,5,13,83,45,63,29,465,798,257,319,4
Assam,Shirui National Park,Almora,Eastern,0,9,17,94,18,95,81,443,1854,9,633,22
Andaman and Nicobar Islands,Chandoli National Park,West Champaran,Northern,1,11,19,100,44,57,44,226,879,75,253,7
Andhra Pradesh,Galathea National Park,Alipurduar,Eastern,0,8,13,52,13,2,57,474,677,257,400,4
Haryana,Baghmara Pitcher Plant Sanctuary,Gondia,Eastern,0,10,9,25,34,29,38,80,206,120,299,4
Mizoram,North Button Island National Park,Porbandar,Western,1,2,1,93,48,18,11,266,1131,214,4,4
Karnataka,Baghmara Pitcher Plant Wildlife Sanctuary,Kapurthala,Central,0,12,1,76,14,9,33,165,1527,244,861,6
Assam,Jim Corbett National Park,Kolhapur,Eastern,1,9,5,91,39,88,13,356,935,179,445,19
Tamil Nadu,Vansda National Park,Rajahmundry,Central,0,12,8,55,36,45,37,233,441,299,234,11
Nagaland,Gorumara National Park,Almora,Southern,0,10,18,89,24,18,15,161,1088,289,446,5
Andhra Pradesh,Indravati National Park,Ernakulam,Eastern,0,2,4,43,23,57,60,174,266,72,846,8
Uttarakhand,Desert National Park,Thane,Central,1,7,31,92,49,84,58,159,398,208,38,19
Jammu and Kashmir,Sirohi National Park,Wardha,Southern,0,5,22,99,38,5,74,362,1888,240,199,6
Odisha,Vaduvoor Bird Sanctuary,South Sikkim,Western,0,7,31,85,12,50,96,375,1720,172,681,15
Haryana,Katarniaghat Wildlife Sanctuary,Kalimpong,Eastern,1,5,1,98,40,13,78,184,1903,4,869,9
West Bengal,Dr. Daying Ering Memorial Wildlife Sanctuary,Dibang Valley,Western,1,12,15,82,49,57,73,173,223,216,859,9
Tripura,Neora Valley National Park,Begusarai,Southern,0,6,20,67,11,7,66,237,664,213,20,14
Tamil Nadu,Kolleru Lake Wildlife Sanctuary,South Tripura,Western,1,8,4,86,44,1,10,162,934,37,686,8
Rajasthan,Jaisamand Wildlife Sanctuary,Latehar,Western,1,1,25,88,44,17,10,475,1312,60,73,4
Nagaland,Samaspur Bird Sanctuary,Darjeeling,Northern,1,11,9,100,43,85,15,405,1308,94,795,18
Odisha,Ntangki National Park,Sawai Madhopur,Southern,1,12,22,81,45,56,37,399,1209,232,148,15
Uttarakhand,Saman Sanctuary,Chamarajanagar,Western,0,1,24,80,21,93,29,237,225,276,624,14
Goa,Netravali Wildlife Sanctuary,Uttara Kannada,Central,1,5,28,97,47,99,40,105,199,35,283,24
Telangana,Sitanadi Wildlife Sanctuary,Udhampur,Southern,0,1,26,51,25,91,0,117,503,0,85,21
Jharkhand,Hemis National Park,Kiphire,Northern,0,3,20,93,27,34,37,231,10,149,101,6
Rajasthan,Neyyar Wildlife Sanctuary,Anantnag,Eastern,0,10,10,76,34,65,97,75,908,214,530,8
Uttarakhand,Paniya Wildlife Sanctuary,Latehar,Western,1,9,24,82,49,55,59,4,836,45,62,8
Tripura,Hazaribagh National Park,Canacona,Central,1,7,15,87,47,99,18,217,1521,64,627,7
Goa,Phawngpui Blue Mountain National Park,Lohit,Northern,0,12,3,57,23,81,97,281,978,5,691,20
Chhattisgarh,Bir Shikargah Wildlife Sanctuary,Dang,Southern,0,6,2,29,15,42,58,332,276,80,549,16
Tripura,Kane Wildlife Sanctuary,West Garo Hills,Western,1,8,22,89,44,72,99,407,1026,188,813,12
Uttarakhand,Pakke Wildlife Sanctuary,Lohit,Northern,1,8,5,86,45,91,67,235,1945,150,407,12
Chhattisgarh,Harike Wildlife Sanctuary,Hoshangabad,Northern,0,6,24,89,23,71,9,322,928,147,603,19
Gujarat,Nagarhole National Park,Balasore,Central,1,4,31,85,42,7,16,31,1885,27,172,22
Jharkhand,Saman Sanctuary,Mandla,Eastern,1,4,1,86,48,4,79,406,789,164,716,14
Nagaland,Neyyar Wildlife Sanctuary,North Sikkim,Eastern,0,4,11,65,34,12,84,176,1597,134,520,9
Chhattisgarh,Chandraprabha Wildlife Sanctuary,Kiphire,Eastern,1,6,12,93,43,6,91,499,4,253,520,6
Manipur,Nakti Dam Wildlife Sanctuary,Lawngtlai,Southern,1,1,26,100,42,20,71,484,1938,211,532,15
Himachal Pradesh,Nongkhyllem Wildlife Sanctuary,Udhagamandalam (Ooty),Northern,0,12,3,98,19,92,28,118,520,279,23,8
Sikkim,Dibang Wildlife Sanctuary,Pithoragarh,Southern,1,2,23,82,46,36,5,189,1593,79,94,23
Telangana,Fambong Lho Wildlife Sanctuary,Leh,Northern,0,6,29,52,28,44,93,101,279,268,703,23
Andaman and Nicobar Islands,Galathea National Park,Darjeeling,Central,1,11,16,88,45,51,65,364,1446,14,860,4
West Bengal,Kamlang Wildlife Sanctuary,South Andaman,Central,0,1,26,86,31,47,62,485,971,86,295,4
Nagaland,Pushpagiri Wildlife Sanctuary,Wardha,Southern,1,9,14,81,48,61,30,460,1261,222,969,16
Haryana,Nagarjunsagar-Srisailam Tiger Reserve,Bahraich,Southern,0,12,12,31,35,77,24,78,316,90,179,18
Nagaland,Dr. Daying Ering Memorial Wildlife Sanctuary,Kullu,Central,1,6,20,90,42,50,86,321,126,265,899,15
Odisha,Silent Valley National Park,Gaya,Western,1,7,26,94,43,3,20,138,303,105,130,20
Chhattisgarh,Melghat Tiger Reserve,West Garo Hills,Eastern,1,12,16,84,43,85,15,335,748,252,908,9
Chhattisgarh,Satpura National Park,East Godavari,Eastern,0,1,21,36,36,55,3,401,730,198,532,5
Uttar Pradesh,Gir Forest National Park,North Sikkim,Central,1,8,8,83,49,74,45,225,1201,55,7,4
Rajasthan,Pulie Badze Wildlife Sanctuary,Panchkula,Eastern,0,12,17,58,23,33,7,265,1853,238,887,5
West Bengal,Baghmara Pitcher Plant Wildlife Sanctuary,Nilgiris,Western,1,12,17,83,49,44,5,332,489,217,200,13
Sikkim,Sundarbans National Park,Bijapur,Western,1,12,28,89,47,15,52,223,436,211,877,7
Goa,Nagarjunsagar-Srisailam Tiger Reserve,Sepahijala,Northern,1,12,7,84,48,8,63,59,1684,188,384,15
Nagaland,Dr. Daying Ering Memorial Wildlife Sanctuary,Bhagalpur,Southern,1,12,15,96,45,79,90,263,1061,101,525,17
Tripura,Gandhi Sagar Wildlife Sanctuary,Chandauli,Eastern,1,5,29,95,45,15,50,454,1653,142,843,22
Uttar Pradesh,Mudumalai National Park,Bhagalpur,Western,1,5,28,88,44,94,99,47,482,284,547,6
Odisha,Saddle Peak National Park,East Kameng,Southern,0,6,9,88,13,30,99,80,991,69,405,8
Odisha,Khalasuni Wildlife Sanctuary,Unnao,Southern,0,7,4,46,14,12,62,296,314,64,372,8
Goa,Campbell Bay National Park,Raebareli,Northern,1,7,8,87,45,4,87,474,1507,197,163,9
Assam,Vettangudi Bird Sanctuary,Angul,Southern,1,5,10,89,48,46,5,378,1120,15,556,21
Chhattisgarh,Bhimashankar Wildlife Sanctuary,Hyderabad,Southern,1,1,15,87,41,38,61,7,938,262,655,15
Jammu and Kashmir,Lawalong Wildlife Sanctuary,Devbhoomi Dwarka,Central,1,11,23,90,45,17,32,348,16,59,522,15
Chhattisgarh,Pakke Wildlife Sanctuary,Shimla,Northern,1,9,30,100,47,19,1,248,1860,9,834,22
Andhra Pradesh,Bir Moti Bagh Wildlife Sanctuary,Begusarai,Northern,0,6,18,28,17,1,40,243,939,7,353,14
Punjab,Navegaon National Park,Mayurbhanj,Eastern,1,9,14,90,48,39,15,164,979,89,408,6
Karnataka,Bhimashankar Wildlife Sanctuary,Thekkady,Southern,1,11,5,84,43,29,58,346,446,36,510,21
Madhya Pradesh,Daranghati Wildlife Sanctuary,Pauri,Eastern,0,4,9,54,10,9,8,420,278,83,857,14
Odisha,Tadoba Andhari Tiger Reserve,Ukhrul,Western,0,2,13,49,10,63,68,319,1894,233,962,22
Rajasthan,Nakti Dam Wildlife Sanctuary,Dimapur,Southern,0,3,29,73,27,41,9,186,451,249,211,11
Tripura,Bhitarkanika National Park,Lower Dibang Valley,Western,1,12,25,93,43,74,93,248,665,239,926,11
Kerala,Sita Mata Wildlife Sanctuary,Panchkula,Central,1,4,19,84,47,52,6,126,605,103,624,11
Uttarakhand,Harike Wetland Wildlife Sanctuary,Mumbai,Southern,1,10,11,92,48,92,92,87,1967,210,960,24
Jammu and Kashmir,Sitanadi Wildlife Sanctuary,Gurgaon,Eastern,1,12,12,86,45,52,65,44,1710,224,857,20
Chhattisgarh,Balphakram National Park,Sipahijala,Eastern,1,8,3,97,45,39,19,399,1837,278,344,22
Telangana,Trishna Wildlife Sanctuary,Amravati,Southern,0,3,2,68,14,15,62,281,28,165,10,8
Andhra Pradesh,Overa-Aru Wildlife Sanctuary,Dimapur,Eastern,1,8,23,96,41,47,3,245,1569,45,335,6
Sikkim,Purna Wildlife Sanctuary,Shimla,Southern,1,6,22,85,50,60,27,414,1033,1,339,9
Maharashtra,Balphakram National Park,Gondia,Northern,1,4,15,88,44,91,71,410,1811,175,873,19
Karnataka,Nawabganj Bird Sanctuary,Uttarkashi,Eastern,0,7,5,36,32,80,34,217,801,272,883,10
Karnataka,Askot Wildlife Sanctuary,Leh,Southern,1,11,7,98,49,37,1,426,100,117,677,24
Jammu and Kashmir,Campbell Bay National Park,Panna,Southern,1,5,4,95,44,43,40,14,652,271,257,5
Punjab,Guindy National Park,Ernakulam,Eastern,1,5,5,91,47,14,27,255,86,172,53,19
Manipur,Blue Mountain National Park,Thane,Northern,1,9,25,91,47,94,74,313,1929,151,604,23
Kerala,Tadoba Andhari Tiger Reserve,Dibang Valley,Eastern,0,3,16,76,24,60,99,176,469,192,774,24
Jharkhand,Bir Moti Bagh Wildlife Sanctuary,Mayurbhanj,Southern,0,10,15,40,25,6,72,334,1324,91,944,11
Madhya Pradesh,Vettangudi Bird Sanctuary,Amravati,Northern,0,4,27,47,25,29,0,214,639,160,295,13
Haryana,Unknown Sanctuary (Andaman and Nicobar Islands),Idukki,Western,1,5,16,89,50,35,26,24,1229,105,556,10
Bihar,Simlipal National Park,Kolhapur,Central,0,1,25,100,17,89,66,491,1624,228,949,17
